,PLAYER,TEAM,FGM,FGA,FTM,FTA,3PM,PTS,TREB,AST,STL,BLK,TO
0,Nikola Jokic,DEN,9.8,15.9,6.3,7.3,2.1,28.0,12.1,10.4,1.5,0.7,3.4
1,Shai Gilgeous-Alexander,OKC,10.8,19.1,8.1,9.1,2.1,31.8,5.1,6.1,1.7,0.4,2.0
2,Kawhi Leonard,LAC,9.7,19.4,6.1,6.8,2.9,28.4,6.4,3.8,2.2,1.0,1.8
3,Tyrese Maxey,PHI,10.4,22.0,6.2,7.0,3.6,30.5,4.3,7.0,1.8,0.7,2.2
4,Giannis Antetokounmpo,MIL,11.8,19.0,6.7,9.9,0.7,30.9,11.6,6.7,0.8,1.0,3.4
5,Luka Doncic,LAL,10.3,22.6,8.9,11.1,3.5,33.0,8.2,8.8,1.4,0.7,4.5
6,Cade Cunningham,DET,9.8,21.0,4.9,5.8,2.3,26.8,5.6,10.0,1.5,0.9,4.7
7,Donovan Mitchell,CLE,9.8,19.9,5.0,5.8,3.7,28.2,4.4,5.5,1.6,0.5,3.0
8,Stephen Curry,GS,9.8,21.0,4.8,5.2,4.8,29.3,3.9,5.0,1.0,0.4,2.8
9,Jalen Johnson,ATL,8.8,17.0,4.4,5.4,1.7,23.8,10.2,8.8,1.2,0.4,3.5
10,Anthony Edwards,MIN,10.0,20.2,6.6,8.1,3.1,29.7,5.9,4.2,1.5,0.8,3.0
11,Victor Wembanyama,SA,8.3,16.8,4.8,5.9,1.5,22.9,10.1,3.4,0.9,2.4,3.4
12,Scottie Barnes,TOR,7.9,15.5,3.0,3.6,1.1,20.0,9.4,5.2,1.4,1.4,2.4
13,James Harden,LAC,7.0,16.2,8.3,9.3,3.3,25.6,4.4,7.6,1.1,0.2,3.4
14,Austin Reaves,LAL,7.7,15.1,6.5,7.3,2.8,24.8,5.2,5.5,0.8,0.3,3.0
15,Karl-Anthony Towns,NY,7.6,15.9,5.3,6.1,1.7,22.3,12.1,3.0,1.2,0.6,2.4
16,Jamal Murray,DEN,9.4,20.5,3.5,4.0,3.5,25.9,4.4,7.9,1.0,0.5,2.4
17,Kevin Durant,HOU,9.6,18.4,5.0,5.6,2.1,26.3,4.2,4.1,0.6,1.1,3.0
18,Derrick White,BOS,7.0,16.5,2.7,3.2,3.6,20.2,5.0,5.4,1.5,1.6,2.5
19,Lauri Markkanen,UTA,9.1,19.0,5.2,5.8,3.2,26.5,6.9,2.0,0.8,0.4,1.7
20,Jaylen Brown,BOS,11.9,24.3,4.8,6.1,2.2,30.9,6.2,5.5,1.2,0.6,2.6
21,Keyonte George,UTA,7.9,17.7,6.3,7.2,2.7,24.9,4.4,6.8,1.0,0.4,3.1
22,Chet Holmgren,OKC,6.5,12.0,3.2,4.0,1.7,17.9,9.5,2.1,0.8,1.8,2.0
23,Trey Murphy III,NO,7.6,15.9,3.2,3.6,3.0,21.3,6.0,3.8,1.2,0.4,2.0
24,Jalen Brunson,NY,10.3,21.5,5.5,6.5,3.1,29.2,3.0,6.5,0.9,0.2,2.4
25,Alperen Sengun,HOU,8.3,16.1,4.0,5.4,0.6,21.3,9.3,6.1,1.4,1.0,3.0
26,Josh Giddey,CHI,6.9,14.7,3.4,4.2,2.1,19.3,9.1,8.6,1.0,0.3,3.3
27,Amen Thompson,HOU,7.3,14.0,3.5,4.3,0.5,18.6,7.3,5.4,1.5,0.7,2.5
28,Jaren Jackson Jr.,MEM,7.0,14.7,4.4,5.5,1.5,19.9,6.3,2.0,1.0,2.2,2.1
29,Jimmy Butler,GS,6.0,12.0,6.6,7.7,0.7,19.3,6.2,4.9,1.4,0.2,1.5
30,Devin Booker,PHO,9.0,19.2,5.9,6.9,2.0,25.9,4.3,5.7,1.0,0.3,3.0
31,Mikal Bridges,NY,6.0,12.0,1.4,1.7,2.2,15.7,4.7,4.2,1.8,0.7,1.7
32,Deni Avdija,POR,7.5,16.0,7.5,9.5,2.1,24.6,7.2,6.8,1.0,0.7,3.4
33,Evan Mobley,CLE,6.3,12.0,2.8,3.8,1.1,16.6,8.7,3.4,0.9,2.0,2.0
34,Anthony Davis,DAL,7.9,15.2,3.8,4.9,1.0,20.5,10.3,2.1,1.0,1.7,1.8
35,Norman Powell,MIA,7.3,15.3,4.7,5.5,3.2,22.5,3.7,2.4,1.4,0.3,1.9
36,Alexandre Sarr,WAS,6.9,13.6,1.9,2.7,1.1,16.7,8.5,2.7,0.7,2.5,2.0
37,Onyeka Okongwu,ATL,6.5,13.3,2.5,3.2,2.1,17.7,8.2,3.6,1.0,1.1,2.0
38,Kevin Porter Jr.,MIL,5.9,13.1,3.2,3.8,2.0,17.0,5.2,7.0,1.7,0.4,3.6
39,Michael Porter Jr.,BKN,9.0,18.2,3.0,3.7,3.5,24.5,7.3,3.6,0.6,0.2,2.7
40,Trae Young,WAS,7.1,16.7,6.2,7.1,2.6,23.0,2.8,10.3,1.0,0.2,4.3
41,Ivica Zubac,LAC,7.3,11.3,2.0,2.8,0.0,16.6,11.1,2.1,0.5,1.2,1.4
42,DeMar DeRozan,SAC,6.4,13.1,4.4,4.9,1.0,18.2,3.9,4.3,1.4,0.3,1.2
43,Kel'el Ware,MIA,5.0,9.0,1.3,1.6,1.2,12.5,10.2,1.0,1.0,1.2,1.1
44,Julius Randle,MIN,6.9,14.1,4.9,6.2,1.6,20.2,7.9,6.3,1.2,0.2,2.8
45,De'Aaron Fox,SA,8.2,17.0,3.5,4.5,2.2,22.0,4.3,5.5,1.5,0.4,2.5
46,Jalen Williams,OKC,7.0,15.4,3.0,3.6,1.0,18.1,5.6,5.6,1.6,0.6,2.2
47,Joel Embiid,PHI,7.4,15.8,7.0,8.4,1.2,23.1,7.3,3.8,0.6,1.2,3.1
48,Kon Knueppel,CHA,6.3,13.0,3.1,3.6,3.6,19.3,5.0,3.5,0.7,0.2,1.6
49,Franz Wagner,ORL,8.4,17.8,4.3,5.0,1.6,22.6,5.7,4.5,1.2,0.4,2.2
50,Tyler Herro,MIA,7.9,17.1,3.1,3.6,3.1,22.0,5.0,5.0,0.8,0.2,2.4
51,Zach Edey,MEM,5.8,9.3,1.6,2.1,0.1,13.2,11.1,1.2,0.4,1.8,2.4
52,Cooper Flagg,DAL,7.2,15.4,4.0,5.0,1.0,19.5,6.7,4.9,1.1,0.9,2.3
53,Coby White,CHI,6.5,14.5,4.6,5.4,3.0,20.7,3.9,4.6,1.0,0.2,2.1
54,Jalen Duren,DET,7.0,11.2,3.0,4.2,0.0,17.0,10.2,1.6,1.0,1.0,2.3
55,Josh Hart,NY,4.9,9.8,1.4,1.7,1.4,12.6,8.1,4.7,1.4,0.3,2.1
56,Anthony Black,ORL,6.6,14.0,3.1,4.0,1.8,18.1,4.5,5.6,1.5,0.7,2.6
57,Collin Gillespie,PHO,5.4,11.8,1.1,1.4,3.2,15.1,4.1,5.4,1.5,0.2,1.3
58,Domantas Sabonis,SAC,6.6,12.5,2.9,3.9,0.9,16.9,12.6,4.9,0.9,0.5,2.9
59,OG Anunoby,NY,5.8,12.8,2.7,3.3,2.0,16.3,4.2,2.1,1.8,1.0,1.9
60,Desmond Bane,ORL,6.8,15.0,3.6,3.9,1.9,19.1,4.8,4.3,0.8,0.4,2.3
61,Isaiah Hartenstein,OKC,4.3,6.8,1.9,2.5,0.0,10.5,10.4,3.3,1.0,1.0,1.5
62,Paolo Banchero,ORL,9.0,20.1,6.2,8.0,1.5,25.8,8.6,4.8,0.8,0.9,2.7
63,Walker Kessler,UTA,4.4,6.8,2.1,3.0,0.7,11.7,10.2,1.3,0.5,2.4,1.7
64,Darius Garland,CLE,6.8,15.0,2.8,3.3,2.5,18.9,2.8,7.7,1.0,0.1,2.8
65,Brandon Ingram,TOR,8.5,18.0,4.2,4.9,1.8,23.1,4.9,3.8,0.7,0.6,2.5
66,LaMelo Ball,CHA,7.0,17.0,3.1,3.8,2.7,19.8,5.3,8.1,1.0,0.4,3.2
67,Pascal Siakam,IND,9.3,19.2,4.0,5.9,1.9,24.6,7.2,4.0,1.3,0.4,2.0
68,Andrew Wiggins,MIA,6.2,13.0,2.0,2.7,2.1,16.5,5.1,3.1,1.3,1.0,1.6
69,Nicolas Claxton,BKN,5.3,9.1,3.1,4.4,0.0,13.7,8.1,4.0,1.0,1.5,1.6
70,Ryan Rollins,MIL,6.3,12.9,2.0,2.5,2.6,17.2,3.7,4.9,1.3,0.3,2.1
71,Rudy Gobert,MIN,4.3,6.5,2.5,3.8,0.0,11.2,10.9,1.3,0.6,1.8,1.2
72,Peyton Watson,DEN,4.9,9.6,1.9,2.4,1.9,13.5,5.5,2.0,1.0,1.3,1.3
73,Mark Williams,PHO,5.4,8.5,2.7,3.4,0.0,13.4,9.2,1.9,0.7,1.1,1.3
74,VJ Edgecombe,PHI,6.4,14.4,2.2,2.7,2.4,17.4,5.1,4.0,1.5,0.5,1.5
75,Payton Pritchard,BOS,6.5,14.0,2.0,2.3,2.2,17.1,4.8,5.9,1.0,0.2,1.7
76,Nickeil Alexander-Walker,ATL,6.4,14.5,2.1,2.5,3.2,18.0,3.6,3.2,1.2,0.6,1.4
77,Nikola Vucevic,CHI,7.0,14.0,1.4,1.7,1.9,17.2,9.0,3.6,0.6,0.3,1.5
78,P.J. Washington,DAL,5.3,11.3,1.9,2.7,2.0,14.5,7.0,2.1,1.0,1.5,1.7
79,Ajay Mitchell,OKC,5.0,10.5,2.2,2.6,1.3,13.6,3.8,3.5,1.6,0.5,1.4
80,Kyrie Irving,DAL,7.4,15.6,2.9,3.2,2.4,20.0,4.0,4.0,1.0,0.3,1.9
81,Keegan Murray,SAC,6.0,13.5,2.1,2.5,1.4,15.6,6.5,1.7,1.2,1.1,0.9
82,Derik Queen,NO,5.4,11.0,3.5,4.5,0.2,14.4,6.8,4.9,1.0,1.2,2.1
83,Myles Turner,MIL,4.6,10.5,1.4,1.8,2.3,12.8,6.4,1.5,0.7,2.0,1.6
84,Jrue Holiday,POR,4.9,10.9,1.1,1.2,2.1,12.9,5.1,5.1,1.1,0.7,1.7
85,Immanuel Quickley,TOR,6.4,14.6,2.0,2.5,2.9,17.8,4.2,6.4,1.0,0.1,2.0
86,Neemias Queta,BOS,5.1,7.8,1.5,2.2,0.0,11.7,8.1,1.5,0.7,1.5,1.3
87,LeBron James,LAL,7.4,14.7,4.4,6.0,1.9,21.1,5.1,5.5,1.0,0.5,3.5
88,Zion Williamson,NO,8.2,15.0,7.2,9.4,0.1,23.8,6.1,3.7,1.0,0.6,2.6
89,Jabari Smith Jr.,HOU,6.0,13.1,2.2,2.7,2.4,16.6,6.7,1.5,0.9,0.8,1.2
90,Jayson Tatum,BOS,6.7,14.5,3.9,4.7,2.4,19.6,6.1,4.0,0.8,0.4,2.0
91,Ryan Kalkbrenner,CHA,4.0,6.1,1.0,1.4,0.0,9.1,6.9,0.8,0.8,1.7,0.8
92,Miles Bridges,CHA,7.1,15.8,2.6,3.1,2.3,19.1,6.4,3.2,0.5,0.8,1.8
93,Kyshawn George,WAS,6.2,13.1,1.6,2.2,2.2,16.2,4.9,4.0,1.0,0.8,1.7
94,Naz Reid,MIN,5.5,11.8,1.6,2.0,2.3,14.8,6.1,1.9,1.1,0.7,1.5
95,Bam Adebayo,MIA,6.6,14.4,1.6,2.0,1.0,15.8,9.8,2.9,1.0,0.7,1.9
96,Stephon Castle,SA,6.0,12.7,4.8,6.2,1.3,18.1,4.6,6.9,1.2,0.3,2.9
97,Brandon Miller,CHA,6.6,15.4,2.1,2.5,2.8,18.1,4.4,2.7,0.9,1.0,2.0
98,Jalen Suggs,ORL,5.0,10.7,1.9,2.3,1.7,13.6,3.3,3.2,1.7,0.7,2.1
99,Santi Aldama,MEM,5.8,12.1,2.2,2.9,2.0,15.8,6.8,2.9,0.8,0.7,1.2
100,Reed Sheppard,HOU,4.6,10.2,1.4,1.7,2.5,13.1,2.7,3.7,1.5,0.5,1.6
101,Kristaps Porzingis,ATL,5.3,10.9,3.1,3.8,1.5,15.3,5.4,1.9,0.7,1.2,1.4
102,Paul George,PHI,5.6,13.0,2.4,2.8,2.5,16.2,4.3,3.3,1.2,0.4,1.8
103,Matas Buzelis,CHI,5.3,10.8,1.9,2.4,1.6,14.0,4.8,1.6,0.9,1.4,1.9
104,Jaden McDaniels,MIN,5.3,10.3,1.8,2.2,1.3,13.6,5.3,2.8,0.9,0.8,1.3
105,Dillon Brooks,PHO,7.0,15.5,3.5,4.2,2.2,19.8,3.6,2.0,1.3,0.2,1.1
106,Shaedon Sharpe,POR,7.8,17.5,2.8,3.6,2.2,20.6,4.8,3.0,1.4,0.3,2.2
107,Donovan Clingan,POR,4.4,7.7,1.6,2.5,1.1,11.5,10.4,1.8,0.4,1.3,1.0
108,Herbert Jones,NO,3.7,8.1,1.8,2.1,1.3,10.5,4.0,3.2,1.6,0.6,1.4
109,Aaron Gordon,DEN,5.7,10.6,3.0,3.8,1.7,16.1,6.2,1.8,0.7,0.5,1.5
110,Dyson Daniels,ATL,5.0,10.0,1.2,1.9,0.3,11.5,6.3,5.4,1.8,0.6,2.1
111,Jaylon Tyson,CLE,5.3,10.5,1.1,1.5,1.9,13.7,5.5,2.4,1.0,0.6,1.3
112,Jalen Green,PHO,7.8,18.5,3.7,4.6,2.9,22.2,5.3,3.8,0.9,0.4,2.6
113,Andrew Nembhard,IND,5.6,13.0,3.6,4.3,1.8,16.7,3.1,6.4,1.1,0.2,1.9
114,Royce O'Neale,PHO,4.0,8.9,0.3,0.5,2.7,11.0,5.8,3.1,1.0,0.6,1.1
115,Quentin Grimes,PHI,4.4,9.9,2.1,2.3,1.7,12.5,3.3,3.2,1.1,0.7,1.2
116,Luke Kornet,SA,3.5,5.5,2.0,2.3,0.0,9.1,5.8,2.0,0.3,1.5,0.7
117,Wendell Carter Jr.,ORL,4.2,8.2,2.3,3.0,1.3,12.1,7.8,2.1,0.8,0.8,1.3
118,Kelly Oubre Jr.,PHI,6.3,13.5,2.8,3.5,1.7,17.0,6.0,1.8,1.1,0.7,1.4
119,Ja Morant,MEM,6.5,16.0,5.1,6.0,1.0,19.0,4.2,8.0,0.8,0.3,3.5
120,John Collins,LAC,5.0,9.4,2.2,2.7,1.2,13.3,5.1,0.9,1.0,1.0,1.5
121,Deandre Ayton,LAL,6.0,9.8,0.9,1.3,0.1,12.9,8.3,1.0,0.8,0.9,1.4
122,Grayson Allen,PHO,4.4,10.0,1.8,2.1,2.8,13.4,3.9,2.9,1.0,0.5,1.3
123,Sandro Mamukelashvili,TOR,4.5,8.8,1.4,1.8,1.6,12.0,6.7,2.0,1.0,0.6,0.9
124,Jarrett Allen,CLE,5.0,8.8,2.3,3.2,0.0,12.3,7.8,2.0,1.0,0.9,1.2
125,Jusuf Nurkic,UTA,4.9,9.5,1.3,2.0,0.5,11.7,9.5,4.0,1.0,0.5,2.4
126,Tre Jones,CHI,3.9,7.6,1.4,1.7,0.9,10.1,3.7,6.6,1.0,0.2,1.4
127,Donte DiVincenzo,MIN,4.6,11.2,1.0,1.2,3.0,13.1,3.7,4.1,1.3,0.4,1.5
128,Brandin Podziemski,GS,4.7,10.5,2.0,2.7,2.0,13.4,5.8,4.0,1.2,0.2,1.4
129,Dejounte Murray,NO,6.1,14.1,2.2,2.8,1.6,16.1,4.4,5.3,1.3,0.3,2.2
130,Jordan Poole,NO,5.6,13.5,2.8,3.1,2.9,16.8,2.5,3.7,0.9,0.3,2.4
131,T.J. McConnell,IND,4.9,9.3,0.9,1.2,0.3,11.0,3.2,5.7,1.4,0.2,1.0
132,Cam Spencer,MEM,3.9,7.8,1.5,1.8,2.5,11.8,2.4,3.0,1.1,0.1,0.8
133,Tari Eason,HOU,4.7,9.4,1.3,1.8,1.9,12.5,5.8,1.4,1.0,0.7,1.1
134,Dylan Harper,SA,5.0,10.7,3.0,3.7,1.4,14.4,3.2,4.1,1.2,0.4,1.8
135,Bobby Portis,MIL,5.6,11.4,1.2,1.5,1.2,13.6,7.7,1.6,0.8,0.5,1.1
136,Isaiah Stewart,DET,3.8,7.4,1.3,1.8,1.0,10.0,5.5,1.2,0.4,1.9,1.0
137,Devin Vassell,SA,5.1,11.7,1.6,1.8,2.5,14.3,3.8,2.6,1.0,0.3,1.2
138,Davion Mitchell,MIA,3.5,7.5,0.8,1.1,1.1,8.9,2.5,7.8,1.4,0.2,2.0
139,Daniel Gafford,DAL,3.7,5.6,1.5,2.0,0.0,8.9,6.1,1.2,0.5,1.3,0.9
140,Robert Williams III,POR,2.5,3.9,0.8,1.0,0.0,5.9,5.9,1.0,0.8,1.5,0.9
141,Bilal Coulibaly,WAS,3.8,9.0,2.3,3.0,1.0,10.8,5.2,2.7,1.4,1.0,1.9
142,Naji Marshall,DAL,5.1,10.3,2.3,2.8,1.0,13.4,5.5,3.3,1.0,0.2,1.7
143,Draymond Green,GS,3.3,7.2,1.3,1.8,1.1,8.9,6.1,5.1,1.0,0.8,2.5
144,Cameron Johnson,DEN,5.1,11.1,2.3,2.7,2.0,14.4,4.1,2.6,0.8,0.4,1.3
145,Julian Champagnie,SA,3.4,7.9,1.3,1.5,2.5,10.6,4.9,1.0,1.0,0.6,1.2
146,Moussa Diabate,CHA,3.6,5.9,1.5,2.5,0.0,8.8,9.2,1.5,0.9,1.0,1.2
147,Tobias Harris,DET,5.1,10.6,2.0,2.3,1.1,13.2,4.9,2.5,0.9,0.3,1.1
148,Obi Toppin,IND,5.1,10.0,1.3,1.7,1.7,13.1,5.0,2.0,0.7,0.6,1.1
149,Jaime Jaquez Jr.,MIA,6.3,12.6,2.5,3.2,0.7,15.8,5.2,3.6,1.0,0.2,2.1
150,Maxime Raynaud,SAC,4.0,7.4,1.8,2.2,1.0,10.7,6.8,1.7,0.5,0.7,1.0
151,Cason Wallace,OKC,3.4,7.5,0.5,0.6,1.4,8.6,3.4,2.4,1.6,0.6,0.8
